type,Mã trạm/LakeCode,Trạm/Hồ,Tên sông/Lưu vực,Tên tỉnh,Thời gian (UTC),Mực nước (m),Cảnh báo/Xu thế,Cảnh báo value (0-4),Chênh lệch cảnh báo (m),BĐ1 (m),BĐ2 (m),BĐ3 (m),Mực nước lịch sử (m),Năm lũ lịch sử,x,y,Dung tích (m3),Dung tích TK (m3),Tỷ lệ dung tích (%),Q đến (m3/s),Q xả (m3/s),Mực nước BT (m),Mực nước GC (m),Mã Cảnh báo,province_code,basin_code
River,71549,Bình Nghi,Kôn - Hà Thanh,Gia Lai,2025-11-15 04:00,12.6,Dưới BĐ1,0.0,-2.9,15.5,16.5,17.5,19.35,2013.0,108.86917114257812,13.939471244812012,,,,,,,,,,
River,71549,Bình Nghi,Kôn - Hà Thanh,Gia Lai,2025-11-15 07:00,12.84,Dưới BĐ1,0.0,-2.66,15.5,16.5,17.5,19.35,2013.0,108.86917114257812,13.939471244812012,,,,,,,,,,
River,71549,Bình Nghi,Kôn - Hà Thanh,Gia Lai,2025-11-15 10:00,12.79,Dưới BĐ1,0.0,-2.71,15.5,16.5,17.5,19.35,2013.0,108.86917114257812,13.939471244812012,,,,,,,,,,
River,71549,Bình Nghi,Kôn - Hà Thanh,Gia Lai,2025-11-15 13:00,12.62,Dưới BĐ1,0.0,-2.88,15.5,16.5,17.5,19.35,2013.0,108.86917114257812,13.939471244812012,,,,,,,,,,
River,71549,Bình Nghi,Kôn - Hà Thanh,Gia Lai,2025-11-15 16:00,12.63,Dưới BĐ1,0.0,-2.87,15.5,16.5,17.5,19.35,2013.0,108.86917114257812,13.939471244812012,,,,,,,,,,
River,71549,Bình Nghi,Kôn - Hà Thanh,Gia Lai,2025-11-15 19:00,12.71,Dưới BĐ1,0.0,-2.79,15.5,16.5,17.5,19.35,2013.0,108.86917114257812,13.939471244812012,,,,,,,,,,
River,71549,Bình Nghi,Kôn - Hà Thanh,Gia Lai,2025-11-16 01:00,12.65,Dưới BĐ1,0.0,-2.85,15.5,16.5,17.5,19.35,2013,108.86917114257812,13.939471244812012,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-10 01:00,591.18,Dưới BĐ1,0.0,-1.32,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-10 07:00,591.2,Dưới BĐ1,0.0,-1.3,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-10 13:00,591.18,Dưới BĐ1,0.0,-1.32,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-10 19:00,591.14,Dưới BĐ1,0.0,-1.36,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-11 01:00,591.17,Dưới BĐ1,0.0,-1.33,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-11 07:00,591.14,Dưới BĐ1,0.0,-1.36,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-11 13:00,591.12,Dưới BĐ1,0.0,-1.38,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-11 19:00,591.12,Dưới BĐ1,0.0,-1.38,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-12 01:00,591.11,Dưới BĐ1,0.0,-1.39,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-12 07:00,591.1,Dưới BĐ1,0.0,-1.4,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-12 13:00,591.1,Dưới BĐ1,0.0,-1.4,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-12 19:00,591.09,Dưới BĐ1,0.0,-1.41,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-13 01:00,591.07,Dưới BĐ1,0.0,-1.43,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-13 07:00,591.06,Dưới BĐ1,0.0,-1.44,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-13 13:00,591.04,Dưới BĐ1,0.0,-1.46,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-13 19:00,591.0,Dưới BĐ1,0.0,-1.5,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-14 01:00,591.0,Dưới BĐ1,0.0,-1.5,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-14 07:00,591.02,Dưới BĐ1,0.0,-1.48,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-14 13:00,590.96,Dưới BĐ1,0.0,-1.54,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-14 19:00,591.02,Dưới BĐ1,0.0,-1.48,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-15 01:00,591.01,Dưới BĐ1,0.0,-1.49,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-15 07:00,591.0,Dưới BĐ1,0.0,-1.5,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-15 13:00,590.97,Dưới BĐ1,0.0,-1.53,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-15 19:00,591.01,Dưới BĐ1,0.0,-1.49,592.5,593.5,594.5,597.2,2009.0,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69704,Kon Plông,Sê San,Quảng Ngãi,2025-11-16 01:00,590.98,Dưới BĐ1,0.0,-1.52,592.5,593.5,594.5,597.2,2009,108.13300323486328,14.47599983215332,,,,,,,,,,
River,69702,Kon Tum,Sê San,Quảng Ngãi,2025-11-16 01:00,515.89,Dưới BĐ1,0.0,-2.11,518.0,519.5,520.5,524.15,2009,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-10 01:00,516.15,Dưới BĐ1,0.0,-1.85,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-10 07:00,515.98,Dưới BĐ1,0.0,-2.02,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-10 13:00,515.95,Dưới BĐ1,0.0,-2.05,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-10 19:00,516.08,Dưới BĐ1,0.0,-1.92,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-11 01:00,516.32,Dưới BĐ1,0.0,-1.68,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-11 07:00,516.07,Dưới BĐ1,0.0,-1.93,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-11 13:00,516.01,Dưới BĐ1,0.0,-1.99,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-11 19:00,515.96,Dưới BĐ1,0.0,-2.04,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-12 01:00,515.94,Dưới BĐ1,0.0,-2.06,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-12 07:00,515.97,Dưới BĐ1,0.0,-2.03,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-12 13:00,515.95,Dưới BĐ1,0.0,-2.05,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-12 19:00,515.9,Dưới BĐ1,0.0,-2.1,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-13 01:00,515.87,Dưới BĐ1,0.0,-2.13,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-13 07:00,515.96,Dưới BĐ1,0.0,-2.04,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-13 13:00,515.89,Dưới BĐ1,0.0,-2.11,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-13 19:00,515.78,Dưới BĐ1,0.0,-2.22,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-14 01:00,516.0,Dưới BĐ1,0.0,-2.0,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-14 07:00,515.96,Dưới BĐ1,0.0,-2.04,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-14 13:00,515.9,Dưới BĐ1,0.0,-2.1,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-14 19:00,515.8,Dưới BĐ1,0.0,-2.2,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-15 01:00,515.92,Dưới BĐ1,0.0,-2.08,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-15 07:00,515.9,Dưới BĐ1,0.0,-2.1,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-15 13:00,515.86,Dưới BĐ1,0.0,-2.14,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,69702,Quảng Ngãi,Sê San,Quảng Ngãi,2025-11-15 19:00,515.77,Dưới BĐ1,0.0,-2.23,518.0,519.5,520.5,524.15,2009.0,108.01699829101562,14.5,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 00:00,1.59,Dưới BĐ1,0.0,-1.91,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 01:00,1.58,Dưới BĐ1,0.0,-1.92,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 02:00,1.52,Dưới BĐ1,0.0,-1.98,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 03:00,1.45,Dưới BĐ1,0.0,-2.05,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 04:00,1.39,Dưới BĐ1,0.0,-2.11,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 05:00,1.35,Dưới BĐ1,0.0,-2.15,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 06:00,1.32,Dưới BĐ1,0.0,-2.18,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 07:00,1.31,Dưới BĐ1,0.0,-2.19,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 08:00,1.3,Dưới BĐ1,0.0,-2.2,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 09:00,1.29,Dưới BĐ1,0.0,-2.21,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 10:00,1.28,Dưới BĐ1,0.0,-2.22,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 11:00,1.27,Dưới BĐ1,0.0,-2.23,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 12:00,1.26,Dưới BĐ1,0.0,-2.24,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 13:00,1.24,Dưới BĐ1,0.0,-2.26,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 14:00,1.25,Dưới BĐ1,0.0,-2.25,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 15:00,1.24,Dưới BĐ1,0.0,-2.26,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 16:00,1.23,Dưới BĐ1,0.0,-2.27,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 17:00,1.24,Dưới BĐ1,0.0,-2.26,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 18:00,1.26,Dưới BĐ1,0.0,-2.24,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 19:00,1.26,Dưới BĐ1,0.0,-2.24,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 20:00,1.29,Dưới BĐ1,0.0,-2.21,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 21:00,1.33,Dưới BĐ1,0.0,-2.17,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 22:00,1.38,Dưới BĐ1,0.0,-2.12,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-10 23:00,1.42,Dưới BĐ1,0.0,-2.08,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 00:00,1.49,Dưới BĐ1,0.0,-2.01,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 01:00,1.47,Dưới BĐ1,0.0,-2.03,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 02:00,1.45,Dưới BĐ1,0.0,-2.05,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 03:00,1.4,Dưới BĐ1,0.0,-2.1,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 04:00,1.34,Dưới BĐ1,0.0,-2.16,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 05:00,1.29,Dưới BĐ1,0.0,-2.21,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 06:00,1.26,Dưới BĐ1,0.0,-2.24,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 07:00,1.24,Dưới BĐ1,0.0,-2.26,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 08:00,1.24,Dưới BĐ1,0.0,-2.26,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 09:00,1.23,Dưới BĐ1,0.0,-2.27,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 10:00,1.23,Dưới BĐ1,0.0,-2.27,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 11:00,1.22,Dưới BĐ1,0.0,-2.28,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 12:00,1.22,Dưới BĐ1,0.0,-2.28,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 13:00,1.22,Dưới BĐ1,0.0,-2.28,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 14:00,1.21,Dưới BĐ1,0.0,-2.29,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 15:00,1.21,Dưới BĐ1,0.0,-2.29,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 16:00,1.22,Dưới BĐ1,0.0,-2.28,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 17:00,1.23,Dưới BĐ1,0.0,-2.27,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 18:00,1.25,Dưới BĐ1,0.0,-2.25,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 19:00,1.27,Dưới BĐ1,0.0,-2.23,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 20:00,1.3,Dưới BĐ1,0.0,-2.2,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 21:00,1.32,Dưới BĐ1,0.0,-2.18,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 22:00,1.37,Dưới BĐ1,0.0,-2.13,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-11 23:00,1.41,Dưới BĐ1,0.0,-2.09,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 00:00,1.44,Dưới BĐ1,0.0,-2.06,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 01:00,1.49,Dưới BĐ1,0.0,-2.01,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 02:00,1.48,Dưới BĐ1,0.0,-2.02,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 03:00,1.45,Dưới BĐ1,0.0,-2.05,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 04:00,1.39,Dưới BĐ1,0.0,-2.11,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 05:00,1.33,Dưới BĐ1,0.0,-2.17,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 06:00,1.28,Dưới BĐ1,0.0,-2.22,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 07:00,1.22,Dưới BĐ1,0.0,-2.28,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 08:00,1.19,Dưới BĐ1,0.0,-2.31,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 09:00,1.15,Dưới BĐ1,0.0,-2.35,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 10:00,1.15,Dưới BĐ1,0.0,-2.35,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 11:00,1.14,Dưới BĐ1,0.0,-2.36,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 12:00,1.13,Dưới BĐ1,0.0,-2.37,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 13:00,1.13,Dưới BĐ1,0.0,-2.37,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 14:00,1.14,Dưới BĐ1,0.0,-2.36,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 15:00,1.12,Dưới BĐ1,0.0,-2.38,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 16:00,1.15,Dưới BĐ1,0.0,-2.35,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 17:00,1.17,Dưới BĐ1,0.0,-2.33,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
River,71540,Trà Khúc,Trà Khúc,Quảng Ngãi,2025-11-12 18:00,1.21,Dưới BĐ1,0.0,-2.29,3.5,5.0,6.5,8.76,2013.0,108.78299713134766,15.133000373840332,,,,,,,,,,
